canal,iso3,delay_USD_piracy,lost_USD_piracy,revenue_USD_piracy,reroute_USD_piracy,war_premium_USD_piracy,shipping_price_USD_piracy,total_loss_USD_piracy,delay_USD_geopolitical,lost_USD_geopolitical,revenue_USD_geopolitical,reroute_USD_geopolitical,war_premium_USD_geopolitical,shipping_price_USD_geopolitical,total_loss_USD_geopolitical,delay_USD_blockage,lost_USD_blockage,revenue_USD_blockage,reroute_USD_blockage,war_premium_USD_blockage,shipping_price_USD_blockage,total_loss_USD_blockage,delay_USD_drought,lost_USD_drought,revenue_USD_drought,reroute_USD_drought,war_premium_USD_drought,shipping_price_USD_drought,total_loss_USD_drought,delay_USD_EQ,lost_USD_EQ,revenue_USD_EQ,reroute_USD_EQ,war_premium_USD_EQ,shipping_price_USD_EQ,total_loss_USD_EQ,delay_USD_TC,lost_USD_TC,revenue_USD_TC,reroute_USD_TC,war_premium_USD_TC,shipping_price_USD_TC,total_loss_USD_TC,delay_USD_terrorist,lost_USD_terrorist,revenue_USD_terrorist,reroute_USD_terrorist,war_premium_USD_terrorist,shipping_price_USD_terrorist,total_loss_USD_terrorist,delay_USD_conflict,lost_USD_conflict,revenue_USD_conflict,reroute_USD_conflict,war_premium_USD_conflict,shipping_price_USD_conflict,total_loss_USD_conflict,total_loss_USD,total_delay_USD,total_rerouting_USD,total_lost_USD,total_revenue_USD,total_war_premium_USD,total_shipping_price_USD
Strait of Hormuz,YEM,0.0017922784521308952,313.6487291229067,4704730.9368436,2543469.6835821844,2453181.1313541625,3815204.5253732763,13516899.927674625,0.00788602518937594,3647.286650086372,54709299.751295574,29576918.891941395,26984992.44489579,44365378.33791209,155640236.72058097,0.009319847951080656,349.4942981655246,5242414.472482868,2834151.9331344333,25513083.766083296,4251227.89970165,37841227.57502026,,0.0,0.0,0.0,,0.0,0.0,0.00137056587515892,6253.206805412573,93798102.08118857,50709090.96049354,937981.0208118858,76063636.44074032,221515063.71141028,0.01164980993885082,436.8678727069057,6553018.090603585,3542689.916418042,7972838.676901029,5314034.874627063,23383018.438072234,0.002329961987770164,291.2452484712705,4368678.727069057,2361793.277612028,4783703.206140618,3542689.916418042,15057156.374818178,0.00582490496942541,728.1131211781762,10921696.817672644,5904483.19403007,31891354.707604118,8856724.791045105,57574987.629298024,524528590.3768746,0.0401733943637928,97472597.85721171,12019.862725143728,180297940.8771559,100537134.95379089,146208896.78581753
Suez Canal,YEM,0.0003964789039788432,61.67449617448672,925117.4426173008,540385.0554136996,482382.6665075925,810577.5831205493,2758524.422551796,0.0019823945198942155,814.9844137342888,12224766.20601433,7140802.5179667445,6029783.331344905,10711203.776950117,36107370.818672225,0.001982394519894216,66.07981732980718,991197.2599471078,578983.9879432496,4823826.665075925,868475.9819148744,7262549.97668088,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0003465724685129748,11.552415617099157,173286.23425648734,101220.97691315552,210831.58501205963,151831.46536973328,637181.8143136253,0.0006394821031916825,71.05356702129806,1065803.5053194708,622563.4278959673,1167054.8383248206,933845.1418439508,3789337.967590713,0.0007929578079576865,88.10642310640958,1321596.346596144,771978.6505909995,3859061.332060741,1157967.9758864993,7110692.412350448,57665657.41215969,0.006140280323429619,9755934.616723815,1113.4511329833895,16701766.99475084,16572940.418326044,14633901.925085723
Bab el-Mandeb Strait,YEM,0.00018331669319068122,42.77389507782563,641608.4261673844,243502.698307426,334552.9650729933,365254.04746113904,1584960.9110873374,0.001048571485050697,646.6190824479297,9699286.236718947,3681065.0764131173,4784107.400543805,5521597.614619676,23686702.948426563,0.0015887446743192378,79.43723371596187,1191558.505739428,452219.2968566483,5798918.061265217,678328.9452849724,8121104.247968726,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0016435289734336943,82.17644867168471,1232646.7300752704,467813.0657137742,1499720.188258246,701719.5985706613,3901981.7607101523,0.0002647907790532063,44.13179650886772,661976.9476330157,251232.94269813804,724864.7576581521,376849.41404720704,2014968.1940978125,0.0006808905747082448,113.48176245137414,1702226.4367706121,646027.5669380691,4970501.195370187,969041.3504071035,8287910.031929314,47597628.0942199,0.005409843179755762,5741860.646927172,1008.6202188736438,15129303.283104656,18112664.568168603,8612790.97039076
Panama Canal,PAN,0.07412163300889658,7982.329708650402,119734945.62975603,101551630.27083665,62433221.64980135,152327445.40625498,436055225.36047935,0.17648007859261092,40726.1719829102,610892579.743653,518120562.60630935,371626319.3440557,777180843.909464,2277861031.951945,0.3706081650444829,8552.496116411143,128287441.74616715,108805318.14732498,624332216.4980135,163207977.22098747,1024641506.4792176,0.012230069446467937,23519.36432013065,352790464.8019597,299214624.9051437,5150740.786108611,448821937.3577155,1106001287.2274778,0.05929730640711728,166488.59106613696,2497328865.992054,2118076859.934593,24973288.65992054,3177115289.9018893,7817660793.138821,1.1859461281423453,27367.987572515663,410519813.58773494,348177018.07143986,499465773.1984108,522265527.1071598,1780455501.138264,0.05929730640711728,4561.331262085944,68419968.93128917,58029503.01190665,74919865.97976163,87044254.51785998,288418153.83137685,0.08471043772445325,6516.187517265633,97742812.7589845,82899290.01700951,285409013.2562347,124348935.02551427,590406567.3299707,15321500066.457552,2.0226911247734916,3634874806.964564,285714.4595461066,4285716893.1915984,1948310439.3723068,5452312210.446846
Bosporus Strait,DNK,0.022185562615057313,6211.957532216046,93179362.98324072,31874415.236608393,48586382.126975514,47811622.854912594,221457995.18145502,0.06525165475016856,39150.99285010113,587264892.751517,200889171.6592966,357252809.7571729,301333757.4889449,1446779782.715033,0.07395187538352437,4437.112523011461,66556687.84517192,22767439.454720277,323909214.17983675,34151159.18208042,447388937.84828424,,0.0,0.0,0.0,,0.0,0.0,0.011092781307528657,80977.30354495918,1214659553.1743877,415505770.0486452,12146595.531743878,623258655.0729678,2265651551.142382,0.044371125230114626,2662.2675138068767,39934012.707103156,13660463.672832169,48586382.126975514,20490695.509248253,122674216.32804403,0.01774845009204585,3549.69001840917,53245350.276137546,18213951.56377622,58303658.552370615,27320927.34566433,157087437.44571555,0.03697593769176218,7395.187538352437,110927813.07528657,37945732.42453381,323909214.1798368,56918598.63680071,529708753.5409722,5190748674.201886,0.27157738707020157,740856944.0604128,144384.51152085632,2165767672.8128448,1172694256.454912,1111285416.090619
Oresund Strait,DNK,,0.0,0.0,0.0,,0.0,0.0,0.005359912088983985,8039.868133475977,120598022.00213964,16088217.01928053,73363796.71796829,24132325.528920796,234190401.14180264,0.01071982417796797,1607.9736266951952,24119604.400427926,3217643.403856106,117382074.74874926,4826465.105784159,149547395.64316395,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,383737796.7849666,0.016079736266951954,19305860.423136637,9647.841760171172,144717626.40256757,190745871.46671754,28958790.634704955
Gibraltar Strait,DNK,,0.0,0.0,0.0,,0.0,0.0,0.009884014899936722,7413.011174952542,111195167.62428811,29607671.564342022,67643726.97144194,44411507.34651303,252865486.5276441,0.019768029799873445,1482.6022349905084,22239033.52485762,5921534.312868405,108229963.15430711,8882301.469302608,145274315.08333874,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.009884014899936722,741.3011174952542,11119516.76242881,2960767.1564342026,13528745.394288389,4441150.734651304,32050921.35880422,0.001976802979987345,494.20074499683614,7413011.1749525415,1973844.7709561354,8117247.236573034,2960767.156434203,20465364.541637715,0.0028240042571247774,706.0010642811944,10590015.964217916,2819778.24422305,30922846.615516312,4229667.366334574,48563014.19418014,499219101.7056049,0.044336866836859015,43283596.04882381,10837.116336716335,162556745.050745,228442529.3721268,64925394.07323572
Bosporus Strait,SWE,0.03060108581346973,8568.304027771523,128524560.41657288,44747557.49403909,67016377.93149871,67121336.24105863,307418400.41779816,0.09000319356902861,54001.91614141717,810028742.1212575,282022421.18091846,492767484.7904317,423033631.7713777,2007906281.87013,0.10200361937823241,6120.217162693945,91803257.44040917,31962541.067170758,446775852.876658,47943811.60075614,618491583.3041605,,0.0,0.0,0.0,,0.0,0.0,0.015300542906734865,111693.96321916449,1675409448.2874677,583316374.4758664,16754094.482874677,874974561.7137997,3150566172.938528,0.06120217162693946,3672.130297616367,55081954.464245506,19177524.64030246,67016377.93149871,28766286.96045369,170045816.18800014,0.024480868650775787,4896.173730155157,73442605.95232736,25570032.853736613,80419653.51779845,38355049.28060492,217792237.80267838,0.05100180968911622,10200.361937823243,153005429.06734863,53270901.77861793,446775852.8766581,79906352.66792691,732968736.8034912,7205189229.324786,0.3745932916342971,1040067353.4906517,199153.06651664188,2987295997.7496285,1617525694.4074183,1560101030.2359776
Oresund Strait,SWE,,0.0,0.0,0.0,,0.0,0.0,0.007948335465821283,11922.503198731925,178837547.98097888,21576468.632741176,108792841.68842883,32364702.949111763,341583483.7624077,0.015896670931642567,2384.5006397463853,35767509.59619578,4315293.726548235,174068546.7014861,6472940.589822352,220626675.1305889,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,562210158.8929965,0.02384500639746385,25891762.35928941,14307.003838478311,214605057.57717466,282861388.38991493,38837643.53893411
Gibraltar Strait,SWE,,0.0,0.0,0.0,,0.0,0.0,0.018438579509007767,13828.934631755825,207434019.47633734,51743566.28080572,126189028.5147719,77615349.42120859,462995792.64619386,0.03687715901801553,2765.7869263511648,41486803.895267464,10348713.256161144,201902445.62363502,15523069.884241715,269263798.4831089,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.018438579509007767,1382.8934631755824,20743401.947633732,5174356.628080572,25237805.702954378,7761534.942120858,58918482.132691294,0.003687715901801554,921.9289754503883,13828934.631755823,3449571.0853870492,15142683.421772629,5174356.628080574,37596467.69965924,0.005268165574002219,1317.0413935005547,19755620.902508315,4927958.693410068,57686413.03532428,7391938.040115101,89763247.71801944,918537788.6796727,0.08271019951183484,75644165.94384456,20216.58539023352,303248780.8535027,426158376.2984582,113466248.91576685
Bosporus Strait,NOR,0.030935235517575866,8661.865944921241,129927989.17381863,47241198.20717149,67748165.78349115,70861797.31075723,315787812.37211865,0.09098598681639959,54591.59208983976,818873881.3475963,297738644.1628455,498148277.81978786,446607966.24426824,2061423361.2575738,0.10311745172525287,6187.047103515172,92805706.55272758,33743713.00512248,451654438.5566076,50615569.507683724,628825614.7723624,,0.0,0.0,0.0,,0.0,0.0,0.015467617758787933,112913.60963915192,1693704144.5872786,615822762.3434854,16937041.445872787,923734143.515228,3250311005.5169716,0.06187047103515173,3712.228262109104,55683423.93163655,20246227.803073492,67748165.78349115,30369341.704610236,174050871.51294398,0.024748188414060696,4949.637682812139,74244565.24218208,26994970.40409799,81297798.94018939,40492455.606146984,223034739.85504746,0.05155872586262644,10311.745172525289,154676177.5878793,56239521.67520416,451654438.5566077,84359282.51280624,746939732.1292286,7400373137.416246,0.3786836771298551,1098027037.6010005,201327.72589487463,3019915888.4231186,1635188326.8860476,1647040556.4015007
Oresund Strait,NOR,,0.0,0.0,0.0,,0.0,0.0,0.007666492642771592,11499.738964157388,172496084.46236077,22402221.506783053,104935118.04793614,33603332.26017458,333448256.0238852,0.015332985285543183,2299.9477928314773,34499216.892472155,4480444.30135661,167896188.87669784,6720666.452034915,213598816.48568735,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,547047072.5095725,0.022999477928314777,26882665.808139663,13799.686756988865,206995301.35483292,272831306.924634,40323998.71220949
Gibraltar Strait,NOR,,0.0,0.0,0.0,,0.0,0.0,0.010601853982836787,7951.390487127589,119270857.30691382,34530144.46372652,72556438.19503926,51795216.69558978,278160608.0623584,0.021203707965673575,1590.2780974255177,23854171.461382765,6906028.892745305,116090301.1120628,10359043.339117957,157211135.10460994,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.010601853982836787,795.1390487127588,11927085.730691383,3453014.4463726524,14511287.63900785,5179521.669558979,35071704.63528143,0.002120370796567357,530.0926991418393,7951390.487127589,2302009.6309151016,8706772.58340471,3453014.4463726524,22413717.242639564,0.003029101137953367,757.2752844883418,11359129.267325126,3288585.187021573,33168657.460589368,4932877.78053236,52750006.97378202,545607172.0186714,0.047556887865867876,50479782.620781146,11624.175616896047,174362634.2534407,245033456.990104,75719673.93117173
Bosporus Strait,FIN,0.014369528110590134,4023.4678709652385,60352018.06447856,21994910.026079495,31469266.562192395,32992365.039119244,146812583.17411017,0.042263317972323924,25357.990783394354,380369861.7509152,138623382.51730773,231391665.89847347,207935073.77596158,958345341.9757047,0.047898427035300443,2873.9056221180267,43108584.33177039,15710650.018628208,209795110.41461593,23565975.02794231,292183193.74647737,,0.0,0.0,0.0,,0.0,0.0,0.007184764055295067,52448.777603653994,786731664.0548098,286719362.83996487,7867316.640548099,430079044.2599473,1511449836.5800583,0.028739056221180267,1724.343373270816,25865150.599062238,9426390.011176927,31469266.562192395,14139585.01676539,80902116.56130928,0.011495622488472109,2299.1244976944217,34486867.46541632,12568520.01490257,37763119.874630876,18852780.022353854,103673586.51329693,0.023949213517650225,4789.842703530046,71847640.55295067,26184416.697713684,209795110.41461596,39276625.046570525,347108582.5785036,3440475241.129461,0.17589992940081217,511227632.1257735,93517.45245462691,1402761786.8194032,759550856.3672692,766841448.1886601
Oresund Strait,FIN,,0.0,0.0,0.0,,0.0,0.0,0.004384533664734785,6576.800497102177,98652007.45653264,14082270.099084157,60013304.53605737,21123405.148626238,193877564.04518202,0.00876906732946957,1315.3600994204355,19730401.49130653,2816454.0198168317,96021287.2576918,4224681.029725248,122794139.1674089,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,316671703.21259093,0.013153600994204356,16898724.11890099,7892.160596522613,118382408.94783917,156034591.79374915,25348086.178351484
Gibraltar Strait,FIN,,0.0,0.0,0.0,,0.0,0.0,0.00678905425598672,5091.790691990041,76376860.3798506,19899116.115165573,46462590.064409114,29848674.172748357,172592332.52965468,0.01357810851197344,1018.3581383980079,15275372.075970117,3979823.223033115,74340144.10305458,5969734.834549672,99566092.60832399,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.00678905425598672,509.17906919900395,7637686.0379850585,1989911.6115165574,9292518.012881823,2984867.417274836,21905492.26551653,0.0013578108511973443,339.45271279933604,5091790.69199004,1326607.7410110384,5575510.807729094,1989911.6115165576,13984160.30631734,0.001939729787424777,484.93244685619425,7273986.702842914,1895153.9157300545,21240041.172301307,2842730.8735950817,33252397.598855942,341300475.3086685,0.030453757662568998,29090612.60645634,7443.713059242583,111655695.88863873,156910804.16037592,43635918.9096845
Bosporus Strait,POL,0.05624160009567499,15747.648026788998,236214720.40183496,75855192.30969575,123169104.20952821,113782788.46454363,549037553.0898709,0.16541647086963232,99249.8825217794,1488748237.826691,478078943.1283345,905655178.0112369,717118414.6925018,3589700023.706702,0.18747200031891664,11248.320019134999,168724800.28702492,54182280.22121123,821127361.3968546,81273420.33181685,1125319110.7443988,,0.0,0.0,0.0,,0.0,0.0,0.028120800047837496,205281.84034921374,3079227605.2382054,988826614.0371054,30792276.052382052,1483239921.055658,5582291698.251821,0.11248320019134998,6748.992011480999,101234880.17221497,32509368.132726748,123169104.20952821,48764052.19909012,305684153.81805474,0.04499328007654,8998.656015307999,134979840.22961995,43345824.17696901,147802925.0514339,65018736.26545351,391156324.4244849,0.09373600015945834,18747.200031891665,281208000.4783749,90303800.36868542,821127361.3968548,135455700.55302814,1328113610.090711,12871302474.126043,0.6884633517594098,1763102022.374728,366022.5389755978,5490338084.6339655,2972843310.327819,2644653033.562092
Oresund Strait,POL,,0.0,0.0,0.0,,0.0,0.0,0.00684727573748597,10270.913606228954,154063704.0934343,20775187.55623169,93722086.6568392,31162781.33434753,299734030.56130624,0.01369455147497194,2054.1827212457906,30812740.818686858,4155037.5112463366,149955338.65094274,6232556.266869505,191157727.44416127,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,490891758.00546753,0.02054182721245791,24930225.067478023,12325.096327474745,184876444.91212118,243677425.30778193,37395337.60121704
Gibraltar Strait,POL,,0.0,0.0,0.0,,0.0,0.0,0.023167467807076847,17375.600855307635,260634012.8296145,72227311.8234477,158552357.80468217,108340967.73517156,599772025.8169386,0.046334935614153694,3475.1201710615273,52126802.56592289,14445462.364689542,253683772.4874915,21668193.547034312,341927706.13164425,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.023167467807076847,1737.5600855307637,26063401.282961447,7222731.182344771,31710471.560936436,10834096.773517156,75832438.38301282,0.004633493561415371,1158.3733903538425,17375600.855307635,4815154.12156318,19026282.936561864,7222731.18234477,48440927.4738013,0.0066192765163076706,1654.8191290769175,24822286.936153762,6878791.602233114,72481077.85356899,10318187.403349672,114501998.62105387,1180475096.4264507,0.10392264130603043,105589451.0942783,25401.473631330686,381022104.4699602,535453962.6432409,158384176.64141744
Suez Canal,BEL,0.12653995424632875,19683.992882762253,295259893.24143374,162883420.8915343,153956944.3330333,244325131.33730143,856445073.9227254,0.6326997712316436,260109.90595078687,3901648589.261803,2152388061.780988,1924461804.162916,3228582092.671482,11207340658.41584,0.6326997712316438,21089.992374388123,316349885.6158218,174517950.9552153,1539569443.330333,261776926.43282294,2292235296.959267,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.11061184811742021,3687.0616039140073,55305924.0587101,30510131.285876796,67288874.27143063,45765196.92881519,198873813.71704847,0.2040967003973044,22677.411155256046,340161167.32884073,187653710.7045326,372476478.22508055,281480566.0567989,1181794599.9305048,0.25307990849265755,28119.9898325175,421799847.48776245,232690601.27362043,1231655554.6642666,349035901.91043067,2235210025.578993,17971899468.524376,1.9597279537169983,2940643876.891768,355368.35379962483,5330525306.994371,5289409098.987061,4410965815.337651
Gibraltar Strait,BEL,,0.0,0.0,0.0,,0.0,0.0,0.11444704504707731,85835.28378530797,1287529256.7796197,376992264.17625767,783246964.5409355,565488396.2643865,3013342717.159432,0.22889409009415462,17167.05675706159,257505851.35592395,75398452.83525154,1253195143.2654967,113097679.25287731,1699214293.9952006,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.11444704504707731,8583.528378530795,128752925.67796198,37699226.41762577,156649392.9081871,56548839.626438655,379658968.2730391,0.022889409009415464,5722.352252353864,85835283.785308,25132817.611750513,93989635.74491227,37699226.41762577,242662685.93473834,0.03269915572773637,8174.788931934093,122621833.9790114,35904025.15964359,358055755.2187133,53856037.739465386,570445826.9184648,5905324492.280874,0.5133767449254611,551126786.2005291,125483.01010518831,1882245151.5778248,2645136891.6782446,826690179.3007936
Bosporus Strait,BEL,0.07805150249542085,21854.42069871784,327816310.48076767,109672687.42760757,170932790.4649717,164509031.14141136,772952674.0135086,0.22956324263359074,137737.94558015445,2066069183.7023168,691214416.5605518,1256858753.4189095,1036821624.8408277,5051101716.697749,0.2601716749847362,15610.30049908417,234154507.48626256,78337633.87686251,1139551936.4331446,117506450.81529376,1569566139.172234,,0.0,0.0,0.0,,0.0,0.0,0.039025751247710426,284887.98410828615,4273319761.6242924,1429661818.2527416,42733197.61624292,2144492727.3791122,7890492392.895523,0.1561030049908417,9366.180299450503,140492704.49175754,47002580.326117516,170932790.4649717,70503870.48917627,428941312.1084255,0.062441201996336695,12488.240399267337,187323605.9890101,62670107.101490036,205119348.55796605,94005160.65223506,549130710.6035417,0.13008583749236813,26017.16749847362,390257512.4771043,130562723.12810424,1139551936.4331448,195844084.69215637,1856242274.028094,18118427219.519077,0.9554422158410047,2549121966.6734753,507962.2390834341,7619433586.251511,4125680753.389352,3823682950.010213
Oresund Strait,BEL,,0.0,0.0,0.0,,0.0,0.0,0.013117667922433202,19676.501883649806,295147528.254747,41247997.431605354,179548079.68830442,61871996.14740803,577835278.0370661,0.026235335844866405,3935.3003767299606,59029505.650949396,8249599.486321069,287276927.50128704,12374399.229481604,366934367.1946511,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,944769645.2317172,0.03935300376729961,49497596.91792642,23611.802260379765,354177033.9056964,466825007.18959147,74246395.37688963
Bosporus Strait,CZE,0.029556336887619373,8275.774328533425,124136614.92800137,43054584.22686426,64728377.78388643,64581876.340296395,296509729.0829333,0.08693040261064522,52158.241566387136,782373623.4958069,271352421.59788394,475943954.2932826,407028632.3968259,1936750790.112296,0.09852112295873124,5911.2673775238745,88669010.66285811,30753274.44776018,431522518.55924284,46129911.67164027,597080626.7074001,,0.0,0.0,0.0,,0.0,0.0,0.014778168443809686,107880.62963981071,1618209444.5971608,561247258.6716233,16182094.445971608,841870888.0074351,3037617566.3666086,0.059112673775238746,3546.760426514324,53201406.39771487,18451964.668656107,64728377.78388643,27677947.00298416,164063242.67278075,0.023645069510095505,4729.0139020191,70935208.5302865,24602619.55820815,77674053.34066373,36903929.33731222,210120539.8040177,0.049260561479365625,9852.112295873127,147781684.43809685,51255457.41293365,431522518.5592429,76883186.11940047,707452698.6912303,6949595193.437267,0.3618043356655054,1000717580.5839295,192353.79953666168,2885306993.049926,1562301894.7661767,1501076370.8758945
Oresund Strait,CZE,,0.0,0.0,0.0,,0.0,0.0,0.004137189963782585,6205.784945673879,93086774.18510817,11899200.041136673,56627787.629274145,17848800.06170501,179468767.70630687,0.00827437992756517,1241.1569891347756,18617354.837021634,2379840.008227334,90604460.20683862,3569760.012341001,115172656.22969212,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,294641423.935999,0.012411569891347757,14279040.049364006,7446.941934808654,111704129.0221298,147232247.83611277,21418560.07404601
Gibraltar Strait,CZE,,0.0,0.0,0.0,,0.0,0.0,0.012315007804837325,9236.255853627992,138543837.80441988,39236452.7400272,84280834.66435543,58854679.1100408,320925040.58701193,0.02463001560967465,1847.2511707255985,27708767.560883973,7847290.548005438,134849335.46296868,11770935.822008157,182178176.66966698,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.012315007804837325,923.6255853627993,13854383.780441986,3923645.274002719,16856166.932871085,5885467.911004079,40520587.53622024,0.002463001560967465,615.7503902418662,9236255.85362799,2615763.5160018136,10113700.159722652,3923645.2740027206,25889980.55620842,0.003518573658524949,879.6434146312373,13194651.219468558,3736805.022859733,38528381.56084819,5605207.534289599,61065924.98439929,630579710.3335068,0.05524160643884171,57359957.100896895,13502.526414589493,202537896.2188424,284628418.780766,86039935.65134536
Bosporus Strait,AUT,0.06362544049451739,17815.123338464866,267226850.07697296,96437548.10457325,139339714.68299305,144656322.15685987,647678250.208363,0.1871336485132864,112280.18910797185,1684202836.6195774,607799672.9279826,1024556725.6102431,911699509.3919739,4228371024.926018,0.21208480164839122,12725.088098903472,190876321.4835521,68883962.93183802,928931431.2199537,103325944.39775702,1292030385.3332846,,0.0,0.0,0.0,,0.0,0.0,0.031812720247258695,232232.85780498842,3483492867.0748262,1257132323.5060441,34834928.67074826,1885698485.259066,6661390837.400303,0.12725088098903478,7635.052859342084,114525792.89013126,41330377.759102814,139339714.68299305,61995566.63865422,357199087.15099156,0.05090035239561391,10180.07047912278,152701057.1868417,55107170.34547042,167207657.61959168,82660755.51820563,457686820.7914889,0.10604240082419564,21208.48016483913,318127202.4725868,114806604.88639672,928931431.2199538,172209907.3295951,1534096354.4947395,15178452760.30519,0.7788502451122981,2241497660.461408,414076.8618536326,6211152927.804488,3363141603.7064767,3362246490.692112
Oresund Strait,AUT,,0.0,0.0,0.0,,0.0,0.0,0.008916985613489796,13375.478420234695,200632176.30352044,26759069.30721633,122051240.5846416,40138603.9608245,389594465.6435401,0.017833971226979592,2675.0956840469385,40126435.260704085,5351813.861443266,195281984.93542656,8027720.792164899,248790629.9632568,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,638385095.6067969,0.026750956840469388,32110883.168659598,16050.574104281633,240758611.56422454,317333225.52006817,48166324.7529894
Gibraltar Strait,AUT,,0.0,0.0,0.0,,0.0,0.0,0.02483966131466398,18629.745985997983,279446189.78996974,76754015.89395319,169996432.1222316,115131023.84092978,641346291.41791,0.04967932262932796,3725.9491971995963,55889237.95799395,15350803.178790636,271994291.3955706,23026204.768185955,366264263.2994177,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.02483966131466398,1862.9745985997981,27944618.978996973,7675401.589395318,33999286.42444632,11513102.384092977,81134272.37636985,0.004967932262932797,1241.9830657331988,18629745.985997986,5116934.392930212,20399571.854667794,7675401.589395318,51822895.81102498,0.007097046089903994,1774.2615224759986,26613922.83713998,7309906.2756145885,77712654.68444873,10964859.413421882,122603117.47924471,1263170840.3839672,0.11142362361149272,112207061.33068395,27234.914370006572,408523715.5500986,574102236.481365,168310591.9960259
Strait of Malacca,NZL,0.0555198673409117,7772.781427727639,116591721.4159146,82326077.81217821,60794254.73829831,123489116.71826732,383208943.521606,0.08541518052447954,25624.55415734386,384368312.36015785,271404652.12806,233824056.6857627,407106978.19209,1296729624.0056431,0.1110397346818234,3331.192040454702,49967880.606820524,35282604.7766478,243177018.95319325,52923907.164971694,381354742.8047135,,0.0,0.0,0.0,,0.0,0.0,0.03172563848052097,115798.58045390155,1736978706.8085232,1226490546.9977567,17369787.06808523,1839735820.496635,4820690659.983179,0.4441589387272936,13324.768161818807,199871522.4272821,141130419.1065912,243177018.95319325,211695628.65988678,795887914.3592741,0.021150425653680645,2115.042565368065,31725638.48052097,22401653.826443046,34739574.13617046,33602480.73966457,122471462.24651484,0.04230085130736129,4230.08513073613,63451276.96104194,44803307.65288609,185277728.72624245,67204961.47932914,360741504.94693124,8161084851.867862,0.7913106367160712,1823839262.300563,172197.0039373507,2582955059.0602612,1018359439.2609457,2735758893.4508443
